Experiment Began: Experiment Ended: 12:14:31

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_TrialOrderList3.txt
In Phase Sound File: 10s_whiteNoiseBursts_In_Phase_200.wav
Out Phase Sound File: 10s_whiteNoiseBursts_Out_Phase_200.wav
Visual Movement Timing: 200 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 counterClockwise 1 3.650082 13.800361
002 counterClockwise 1 5.400737 30.351782
003 counterClockwise 2 3.500119 45.002205
004 counterClockwise 1 2.500257 58.653311
005 counterClockwise 3 3.833553 73.637252
006 counterClockwise 3 3.983518 88.771427
007 counterClockwise 1 2.783477 102.705647
008 counterClockwise 3 4.466794 118.323021
009 counterClockwise 1 3.667043 133.140850
010 counterClockwise 2 6.350770 150.658570
011 counterClockwise 1 4.200171 167.060742
012 counterClockwise 2 3.800161 182.044757
013 counterClockwise 3 3.066588 196.294266
014 counterClockwise 2 4.516877 211.977926
015 counterClockwise 1 4.383633 227.528492
016 counterClockwise 3 5.934264 244.646743
017 counterClockwise 1 3.933933 259.730778
018 counterClockwise 3 4.650846 275.548419
019 counterClockwise 2 5.733604 292.448774
020 counterClockwise 1 5.100695 308.735489
021 counterClockwise 2 3.550536 324.419943
022 counterClockwise 3 4.067038 339.654177
023 counterClockwise 2 3.183609 354.023330
024 counterClockwise 3 5.060759 370.267705
025 counterClockwise 1 4.000669 385.557360
026 counterClockwise 2 3.383350 400.123189
027 counterClockwise 2 4.050466 415.357018
028 counterClockwise 3 4.083760 430.624584
029 counterClockwise 2 2.733347 444.541740
030 counterClockwise 3 3.683536 459.392735
031 counterClockwise 2 5.267155 476.810517
032 counterClockwise 2 4.466839 492.461395
033 counterClockwise 3 3.184232 506.812579
034 counterClockwise 1 3.350374 521.346400
035 counterClockwise 3 3.316927 535.830601
036 counterClockwise 2 3.750492 550.764886
037 counterClockwise 3 3.783553 565.732429
038 counterClockwise 1 2.684123 579.602154
039 counterClockwise 3 2.950306 593.735366
040 counterClockwise 1 3.199840 608.118310
041 counterClockwise 2 3.982980 624.184634
042 counterClockwise 3 2.966539 638.335182
043 counterClockwise 1 2.983402 652.485797
044 counterClockwise 2 3.450396 667.120379
045 counterClockwise 1 4.850657 683.154766
046 counterClockwise 3 4.383489 698.721738
047 counterClockwise 3 3.250151 713.155722
048 counterClockwise 1 3.233937 727.573753
049 counterClockwise 3 2.450204 741.207378
050 counterClockwise 3 2.233349 754.624561
051 counterClockwise 2 4.533793 771.075553
052 counterClockwise 1 3.267152 785.510018
053 counterClockwise 2 5.717299 802.410800
054 counterClockwise 2 3.635123 817.213000
055 counterClockwise 1 2.200517 830.597089
056 counterClockwise 1 2.666332 844.446257
057 counterClockwise 3 3.866807 859.496430
058 counterClockwise 2 6.050446 876.730373
059 counterClockwise 2 4.183503 892.097523
060 counterClockwise 1 4.333489 907.615234
061 counterClockwise 3 1.233719 920.799364
062 counterClockwise 1 2.833410 934.816388
063 counterClockwise 2 1.266635 947.266924
064 counterClockwise 3 3.383806 961.834853
065 counterClockwise 1 2.100337 975.118616
066 counterClockwise 3 3.883685 990.186810
067 counterClockwise 1 3.984028 1005.337909
068 counterClockwise 2 2.100245 1018.621875
069 counterClockwise 2 3.752336 1033.558273
070 counterClockwise 3 2.633241 1047.375263
071 counterClockwise 2 2.416751 1061.775117
072 counterClockwise 3 4.016370 1076.975133
073 counterClockwise 3 2.150058 1090.308367
074 counterClockwise 1 1.883817 1103.375775
075 counterClockwise 3 4.150162 1118.709465
076 counterClockwise 3 1.783479 1131.676918
077 counterClockwise 2 3.683825 1146.544520
078 counterClockwise 1 2.166731 1159.894792
079 counterClockwise 1 2.383361 1173.462074
080 counterClockwise 3 2.816789 1187.462806
081 counterClockwise 1 1.051017 1200.481029
082 counterClockwise 2 2.867501 1214.532322
083 counterClockwise 2 2.333795 1228.032845
084 counterClockwise 1 3.266952 1242.483374
085 counterClockwise 3 3.284117 1256.951312
086 counterClockwise 2 2.667427 1270.803712
087 counterClockwise 2 2.817249 1284.804029
088 counterClockwise 1 4.016428 1299.986371
089 counterClockwise 1 2.800283 1313.953498
090 counterClockwise 2 3.133580 1328.270710
091 counterClockwise 1 3.500218 1343.621635
092 counterClockwise 1 4.250543 1359.055981
093 counterClockwise 2 2.516888 1372.756534
094 counterClockwise 1 3.216864 1387.157590
095 counterClockwise 3 3.016871 1401.341652
096 counterClockwise 1 1.200399 1413.725757
097 counterClockwise 1 3.751383 1428.660622
098 counterClockwise 2 3.433840 1443.278214
099 counterClockwise 3 3.050261 1457.512179
100 counterClockwise 3 2.368584 1471.048055
101 counterClockwise 2 4.699587 1487.715310
102 counterClockwise 1 2.450225 1501.332186
103 counterClockwise 3 1.766984 1514.282456
104 counterClockwise 2 2.433362 1527.899417
105 counterClockwise 2 1.050577 1540.116958
106 counterClockwise 1 1.083403 1552.384082
107 counterClockwise 1 0.399983 1563.967880
108 counterClockwise 3 0.516930 1575.668589
109 counterClockwise 1 2.267176 1589.119856
110 counterClockwise 2 2.583549 1602.887083
111 counterClockwise 3 3.016982 1617.838287
112 counterClockwise 3 1.883991 1630.905897
113 counterClockwise 2 2.633816 1644.706525
114 counterClockwise 2 2.550225 1658.440394
115 counterClockwise 3 1.767540 1671.375075
116 counterClockwise 2 2.634210 1685.194340
117 counterClockwise 3 1.150161 1697.527606
118 counterClockwise 3 2.300013 1711.010632
119 counterClockwise 1 2.183359 1724.377014
120 counterClockwise 2 2.166887 1737.727603
