Experiment Began: Experiment Ended: 10:08:12

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_TrialOrderList9.txt
In Phase Sound File: 10s_whiteNoiseBursts_In_Phase_200.wav
Out Phase Sound File: 10s_whiteNoiseBursts_Out_Phase_200.wav
Visual Movement Timing: 200 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 clockwise 2 2.033495 12.232831
002 clockwise 1 2.066859 25.483028
003 clockwise 3 3.399673 40.050377
004 clockwise 1 1.433686 52.667693
005 clockwise 3 2.750501 66.585413
006 clockwise 3 3.267111 81.019253
007 clockwise 1 1.883298 94.085986
008 clockwise 3 1.650463 106.903566
009 clockwise 1 2.733717 120.820881
010 clockwise 2 4.200685 136.205163
011 clockwise 2 3.702591 153.924837
012 clockwise 3 2.850047 167.957715
013 clockwise 1 5.916548 185.057471
014 clockwise 3 2.766978 199.008154
015 clockwise 1 2.983510 213.175515
016 clockwise 1 1.599965 225.959468
017 clockwise 2 1.916556 239.060365
018 clockwise 1 2.833795 253.077943
019 clockwise 2 2.533449 266.778408
020 clockwise 2 2.483875 280.446300
021 clockwise 1 1.766630 297.629645
022 clockwise 3 1.751982 310.548816
023 clockwise 1 1.700013 323.432586
024 clockwise 3 1.483383 336.099051
025 clockwise 2 3.783343 351.065262
026 clockwise 2 3.416989 365.665571
027 clockwise 3 2.117342 378.949843
028 clockwise 2 1.800985 391.934574
029 clockwise 2 2.267599 405.418882
030 clockwise 3 2.816606 419.385364
031 clockwise 3 2.750716 435.486992
032 clockwise 3 2.766956 449.437699
033 clockwise 2 3.466950 464.071847
034 clockwise 1 1.718564 476.974115
035 clockwise 1 3.616637 491.774062
036 clockwise 2 3.133301 506.090325
037 clockwise 3 1.866957 519.123764
038 clockwise 3 2.500506 532.807834
039 clockwise 2 2.066552 546.057992
040 clockwise 1 2.450568 559.692593
041 clockwise 3 1.433278 574.876353
042 clockwise 1 2.050706 588.111222
043 clockwise 1 2.450069 601.744613
044 clockwise 3 1.500416 614.428883
045 clockwise 2 1.200026 626.812799
046 clockwise 3 1.433758 639.430288
047 clockwise 1 1.633766 652.232495
048 clockwise 2 2.399776 665.815224
049 clockwise 2 1.999777 678.997853
050 clockwise 1 1.750416 691.931776
051 clockwise 1 1.717224 713.766824
052 clockwise 3 2.250124 727.200677
053 clockwise 2 1.833531 740.201385
054 clockwise 1 1.683813 753.052409
055 clockwise 3 2.133612 766.369481
056 clockwise 1 3.050585 780.603590
057 clockwise 2 1.400513 793.170847
058 clockwise 3 1.850454 806.188247
059 clockwise 2 1.650106 819.007204
060 clockwise 2 1.249893 831.440138
061 clockwise 1 1.767233 847.890035
062 clockwise 3 1.150057 860.206429
063 clockwise 1 1.600969 872.991165
064 clockwise 2 1.750562 885.925354
065 clockwise 2 2.483319 899.592513
066 clockwise 3 1.900511 912.677201
067 clockwise 3 3.334356 927.194806
068 clockwise 2 1.917351 940.295716
069 clockwise 2 2.833683 954.312710
070 clockwise 1 1.800279 967.296588
071 clockwise 3 3.267327 984.232254
072 clockwise 2 4.016469 999.431705
073 clockwise 3 2.900166 1013.514538
074 clockwise 3 3.616981 1028.298136
075 clockwise 2 3.317346 1042.799355
076 clockwise 1 2.967098 1056.950049
077 clockwise 3 2.733642 1070.850597
078 clockwise 1 2.417629 1084.452028
079 clockwise 3 2.650447 1098.269154
080 clockwise 3 2.934370 1112.387090
081 clockwise 2 3.584156 1140.871132
082 clockwise 1 2.217488 1154.257169
083 clockwise 3 2.383187 1167.822810
084 clockwise 1 2.766878 1181.772599
085 clockwise 1 1.783520 1194.722858
086 clockwise 2 2.383683 1208.290354
087 clockwise 1 3.550511 1223.007949
088 clockwise 1 2.749956 1236.924797
089 clockwise 2 4.867253 1252.975972
090 clockwise 2 5.717497 1269.877036
091 clockwise 1 3.200463 1286.911232
092 clockwise 3 4.166553 1302.262074
093 clockwise 2 4.685347 1318.131362
094 clockwise 2 3.466995 1332.781547
095 clockwise 1 4.750061 1348.714055
096 clockwise 3 6.417411 1366.298399
097 clockwise 3 1.933666 1379.399342
098 clockwise 1 7.217577 1397.800306
099 clockwise 1 5.200915 1414.184889
100 clockwise 3 2.917276 1428.285648
101 clockwise 1 3.850505 1454.036331
102 clockwise 3 7.286513 1472.489987
103 clockwise 1 5.232882 1488.906330
104 clockwise 2 2.483577 1502.572900
105 clockwise 2 4.883669 1518.623184
106 clockwise 1 7.367670 1537.158329
107 clockwise 3 3.550352 1551.875301
108 clockwise 3 4.584329 1567.643315
109 clockwise 2 4.167072 1582.994106
110 clockwise 3 3.166813 1597.344589
111 clockwise 2 3.750103 1613.878597
112 clockwise 2 3.283935 1628.346633
113 clockwise 3 1.983699 1641.515309
114 clockwise 3 4.216726 1656.914671
115 clockwise 1 2.900304 1670.981055
116 clockwise 1 2.383325 1684.548035
117 clockwise 2 4.533827 1700.248967
118 clockwise 1 4.017443 1715.433646
119 clockwise 2 4.833759 1731.450602
120 clockwise 2 4.350783 1746.985245
