Experiment Began: Experiment Ended: 16:41:35

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_TrialOrderList2.txt
In Phase Sound File: 10s_whiteNoiseBursts_In_Phase_200.wav
Out Phase Sound File: 10s_whiteNoiseBursts_Out_Phase_200.wav
Visual Movement Timing: 200 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 counterClockwise 2 3.365966 13.548724
002 counterClockwise 1 3.266972 27.999161
003 counterClockwise 2 2.667360 41.850245
004 counterClockwise 1 3.450636 56.467747
005 counterClockwise 2 3.116904 70.768407
006 counterClockwise 3 3.167190 85.102679
007 counterClockwise 3 3.717577 99.987299
008 counterClockwise 2 3.949729 115.121023
009 counterClockwise 3 4.501876 130.807232
010 counterClockwise 1 4.133210 146.124062
011 counterClockwise 2 4.750298 218.792480
012 counterClockwise 1 4.133702 234.110062
013 counterClockwise 2 5.217424 250.494880
014 counterClockwise 1 5.117364 266.796156
015 counterClockwise 2 4.333570 282.315276
016 counterClockwise 1 4.149771 297.647939
017 counterClockwise 3 4.933744 313.765204
018 counterClockwise 1 3.000790 327.949776
019 counterClockwise 3 4.116720 343.250041
020 counterClockwise 3 5.950554 360.367859
021 counterClockwise 1 4.516984 403.886057
022 counterClockwise 3 5.068573 420.138710
023 counterClockwise 1 4.516896 435.839304
024 counterClockwise 3 4.049835 451.071540
025 counterClockwise 2 5.483884 467.739072
026 counterClockwise 2 4.900199 483.789188
027 counterClockwise 3 5.983866 500.923815
028 counterClockwise 2 3.299905 515.407452
029 counterClockwise 1 4.217390 530.808860
030 counterClockwise 3 4.467225 546.459862
031 counterClockwise 2 5.333491 609.445265
032 counterClockwise 3 6.266864 626.879020
033 counterClockwise 1 4.551054 642.614077
034 counterClockwise 2 4.150137 657.948540
035 counterClockwise 1 5.434341 674.566768
036 counterClockwise 2 4.284048 690.018035
037 counterClockwise 1 4.267093 705.468810
038 counterClockwise 3 5.250027 721.887632
039 counterClockwise 3 4.666745 737.737157
040 counterClockwise 2 7.300240 756.220451
041 counterClockwise 2 7.234268 824.923032
042 counterClockwise 3 6.400752 842.490846
043 counterClockwise 2 3.267307 856.941857
