Experiment Began: Experiment Ended: 10:14:10

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_TrialOrderList8.txt
In Phase Sound File: 10s_whiteNoiseBursts_In_Phase_200.wav
Out Phase Sound File: 10s_whiteNoiseBursts_Out_Phase_200.wav
Visual Movement Timing: 200 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 counterClockwise 3 5.500359 15.667415
002 counterClockwise 2 6.568762 33.420056
003 counterClockwise 3 6.000169 50.603840
004 counterClockwise 3 8.783715 70.570102
005 counterClockwise 1 6.916826 88.671088
006 counterClockwise 2 5.933827 105.788758
007 counterClockwise 3 9.400148 126.372999
008 counterClockwise 2 7.384414 144.924462
009 counterClockwise 1 4.900536 161.008752
010 counterClockwise 3 7.867313 180.060020
011 counterClockwise 2 11.633499 205.245454
012 counterClockwise 1 12.151121 228.579484
013 counterClockwise 2 5.534093 245.280477
014 counterClockwise 3 5.350328 261.814994
015 counterClockwise 3 5.266909 278.249141
016 counterClockwise 1 6.484286 295.917117
017 counterClockwise 1 6.967636 314.068140
018 counterClockwise 3 5.633631 330.885307
019 counterClockwise 2 5.503018 347.572027
020 counterClockwise 1 12.616306 371.370544
021 counterClockwise 2 4.217292 404.239042
022 counterClockwise 1 7.183958 422.607332
023 counterClockwise 3 16.602073 450.376093
024 counterClockwise 2 13.467922 475.027680
025 counterClockwise 1 8.186181 494.397296
026 counterClockwise 2 4.449952 510.029996
027 counterClockwise 1 3.933443 525.146140
028 counterClockwise 1 3.800061 540.113164
029 counterClockwise 3 4.400439 555.680914
030 counterClockwise 2 5.217455 572.065299
031 counterClockwise 2 3.266890 587.832794
032 counterClockwise 1 5.667181 604.683619
033 counterClockwise 1 3.084081 618.951466
034 counterClockwise 3 3.766991 633.901675
035 counterClockwise 1 8.119321 653.204838
036 counterClockwise 3 4.700332 669.088626
037 counterClockwise 1 2.683791 682.955107
038 counterClockwise 3 3.433597 697.571849
039 counterClockwise 2 5.467598 714.223282
040 counterClockwise 3 5.800776 731.191220
041 counterClockwise 2 5.117419 751.025412
042 counterClockwise 3 4.934669 767.127146
043 counterClockwise 2 5.584041 783.894744
044 counterClockwise 3 3.833739 798.912017
045 counterClockwise 2 5.967185 816.064194
046 counterClockwise 1 9.783197 837.030052
047 counterClockwise 2 6.500336 854.713527
048 counterClockwise 1 2.983891 868.880973
049 counterClockwise 2 3.450395 883.514869
050 counterClockwise 3 4.884055 899.582704
051 counterClockwise 1 5.033955 916.917015
052 counterClockwise 2 4.183451 932.267722
053 counterClockwise 2 7.999837 951.451798
054 counterClockwise 3 4.033824 966.669541
055 counterClockwise 1 2.866956 980.772367
056 counterClockwise 1 4.133232 996.088312
057 counterClockwise 3 5.983916 1013.238748
058 counterClockwise 3 3.833836 1028.255847
059 counterClockwise 1 4.033613 1043.473560
060 counterClockwise 2 3.716794 1058.374134
061 counterClockwise 3 2.934157 1076.059084
062 counterClockwise 3 4.183661 1091.426079
063 counterClockwise 1 4.117830 1106.711199
064 counterClockwise 3 4.750382 1122.645186
065 counterClockwise 3 5.367096 1139.197284
066 counterClockwise 1 5.349960 1155.730297
067 counterClockwise 2 3.117131 1170.030599
068 counterClockwise 3 3.267033 1184.481780
069 counterClockwise 2 3.983889 1199.632671
070 counterClockwise 3 3.566926 1214.383213
071 counterClockwise 2 3.067098 1234.534139
072 counterClockwise 3 7.451036 1253.168823
073 counterClockwise 2 8.450938 1272.803657
074 counterClockwise 2 5.067524 1289.056539
075 counterClockwise 3 3.566290 1303.805724
076 counterClockwise 2 2.783575 1317.772211
077 counterClockwise 1 3.733507 1332.689229
078 counterClockwise 1 3.116796 1346.989655
079 counterClockwise 3 5.100426 1363.274169
080 counterClockwise 1 4.533494 1378.991615
081 counterClockwise 2 3.450349 1395.459004
082 counterClockwise 1 3.216732 1409.842892
083 counterClockwise 1 3.500439 1424.527507
084 counterClockwise 2 3.083913 1438.778402
085 counterClockwise 1 4.118408 1454.080232
086 counterClockwise 3 4.883804 1470.147713
087 counterClockwise 1 3.733569 1485.097080
088 counterClockwise 2 3.933834 1500.214223
089 counterClockwise 1 3.584359 1514.965622
090 counterClockwise 2 3.283769 1529.416379
091 counterClockwise 1 3.800735 1556.450887
092 counterClockwise 3 5.200956 1572.818718
093 counterClockwise 1 4.700543 1588.702841
094 counterClockwise 3 4.800918 1604.687577
095 counterClockwise 1 4.550355 1620.422935
096 counterClockwise 1 4.299883 1635.905655
097 counterClockwise 3 4.883600 1651.972225
098 counterClockwise 2 4.350952 1667.490067
099 counterClockwise 3 5.417605 1684.091145
100 counterClockwise 3 4.234110 1699.508983
101 counterClockwise 1 4.883648 1716.509808
102 counterClockwise 1 1.550411 1729.227283
103 counterClockwise 3 2.967476 1743.378232
104 counterClockwise 2 0.866735 1755.428518
105 counterClockwise 2 2.551676 1769.163956
106 counterClockwise 1 3.816482 1784.164278
107 counterClockwise 2 3.099965 1798.430412
108 counterClockwise 2 2.966748 1812.563445
109 counterClockwise 3 5.067545 1828.814682
110 counterClockwise 3 4.583852 1844.582666
111 counterClockwise 2 3.583372 1872.516327
112 counterClockwise 1 2.466765 1886.167084
113 counterClockwise 2 1.816874 1899.167960
114 counterClockwise 2 2.417037 1912.769151
115 counterClockwise 1 3.050029 1927.002438
116 counterClockwise 3 8.435314 1946.621554
117 counterClockwise 1 5.701193 1963.506608
118 counterClockwise 2 6.600506 1981.271793
119 counterClockwise 3 4.350450 1996.805712
120 counterClockwise 2 3.683618 2011.656477
