Experiment Began: Experiment Ended: 17:14:51

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_TrialOrderList7.txt
In Phase Sound File: 10s_whiteNoiseBursts_In_Phase_250.wav
Out Phase Sound File: 10s_whiteNoiseBursts_Out_Phase_250.wav
Visual Movement Timing: 250 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 clockwise 3 4.283813 14.466732
002 clockwise 3 8.184211 33.835096
003 clockwise 1 10.667086 55.686003
004 clockwise 2 4.717466 71.587443
005 clockwise 3 3.651098 86.421967
006 clockwise 3 2.766843 100.372090
007 clockwise 1 2.783449 114.339486
008 clockwise 2 3.466810 128.974877
009 clockwise 2 7.516605 147.657736
010 clockwise 1 4.767607 163.609158
011 clockwise 3 3.550017 186.227064
012 clockwise 2 7.651029 205.061829
013 clockwise 1 4.633793 220.845454
014 clockwise 1 6.050935 238.080499
015 clockwise 2 3.919434 253.183416
016 clockwise 3 3.499813 267.849487
017 clockwise 3 4.366802 283.399394
018 clockwise 1 3.517075 298.083855
019 clockwise 2 2.583319 311.851039
020 clockwise 1 3.266742 326.302094
021 clockwise 1 5.634054 345.936865
022 clockwise 2 4.350871 361.471787
023 clockwise 1 3.683414 376.338794
024 clockwise 3 4.633891 392.158251
025 clockwise 3 3.949806 407.273919
026 clockwise 1 3.366697 421.824002
027 clockwise 2 3.616843 436.608342
028 clockwise 2 3.033928 450.826285
029 clockwise 3 3.599993 465.610190
030 clockwise 2 2.417492 479.211627
031 clockwise 3 5.200421 515.046031
032 clockwise 1 4.785916 531.015930
033 clockwise 3 3.983486 546.148635
034 clockwise 3 4.334177 561.633218
035 clockwise 1 3.833767 576.651054
036 clockwise 2 4.433754 592.269007
037 clockwise 2 4.083977 607.536935
038 clockwise 1 3.184089 621.887706
039 clockwise 1 4.717260 637.788738
040 clockwise 2 3.218713 652.191430
041 clockwise 3 4.250512 683.890789
042 clockwise 3 5.334072 700.408359
043 clockwise 2 3.617038 715.192163
044 clockwise 3 4.316886 730.693042
045 clockwise 3 3.633871 745.511293
046 clockwise 2 4.800799 761.496024
047 clockwise 1 4.050329 776.729798
048 clockwise 2 3.201802 791.115362
049 clockwise 1 2.766877 805.065832
050 clockwise 3 1.516776 817.765144
051 clockwise 3 5.466891 871.950560
052 clockwise 1 3.567696 886.702411
053 clockwise 1 3.534090 901.403078
054 clockwise 2 4.216640 916.803640
055 clockwise 1 3.933644 931.904281
056 clockwise 2 3.484326 946.540601
057 clockwise 3 2.800060 960.522924
058 clockwise 2 4.016880 975.722704
059 clockwise 1 2.933857 989.840234
060 clockwise 2 3.483819 1004.491274
061 clockwise 1 3.767373 1030.442825
062 clockwise 2 3.483659 1045.110252
063 clockwise 1 2.850490 1059.144910
064 clockwise 1 3.800143 1074.128248
065 clockwise 3 4.599965 1089.880209
066 clockwise 2 4.033272 1105.096947
067 clockwise 3 5.551154 1121.814240
068 clockwise 3 3.800500 1136.798716
069 clockwise 2 4.067371 1152.049585
070 clockwise 3 4.184188 1167.417547
071 clockwise 1 4.034001 1196.418845
072 clockwise 3 4.667701 1212.270130
073 clockwise 2 3.133530 1226.571628
074 clockwise 1 4.648986 1242.404326
075 clockwise 3 3.633785 1257.188546
076 clockwise 3 4.716971 1273.089545
077 clockwise 1 4.933438 1289.206808
078 clockwise 2 4.633783 1305.025093
079 clockwise 1 3.083614 1319.292528
080 clockwise 2 4.733935 1335.210570
081 clockwise 2 5.785764 1358.896847
082 clockwise 3 3.883049 1373.963082
083 clockwise 1 3.766957 1388.896285
084 clockwise 2 4.350924 1404.430679
085 clockwise 1 8.468263 1424.082703
086 clockwise 2 5.083836 1440.350379
087 clockwise 2 4.033747 1455.568100
088 clockwise 3 3.984181 1470.736011
089 clockwise 3 6.168732 1488.071847
090 clockwise 1 4.799718 1504.054509
091 clockwise 3 4.450886 1528.405680
092 clockwise 1 4.816886 1544.406248
093 clockwise 1 4.400344 1559.973897
094 clockwise 3 3.550670 1574.708776
095 clockwise 1 4.083577 1589.959610
096 clockwise 2 5.050510 1606.193741
097 clockwise 3 5.486228 1622.864042
098 clockwise 2 3.182882 1637.229498
099 clockwise 1 3.667103 1652.079838
100 clockwise 2 4.150536 1667.414092
101 clockwise 2 4.966790 1693.931248
102 clockwise 3 4.650162 1709.732001
103 clockwise 3 4.117175 1725.016536
104 clockwise 1 5.133402 1741.317020
105 clockwise 1 4.134682 1756.619112
106 clockwise 2 5.150014 1772.954253
107 clockwise 2 4.883211 1789.020476
108 clockwise 3 4.917240 1805.104582
109 clockwise 1 4.450624 1820.739343
110 clockwise 3 5.067049 1836.990016
111 clockwise 2 3.783966 1861.191075
112 clockwise 2 4.150760 1876.508740
113 clockwise 3 3.917022 1891.609364
114 clockwise 1 4.085296 1906.862060
115 clockwise 2 4.499507 1922.544845
116 clockwise 1 4.233661 1937.961817
117 clockwise 3 4.183493 1953.329030
118 clockwise 2 3.200276 1967.713561
119 clockwise 3 4.933576 1983.814197
120 clockwise 1 3.866987 1998.848659
