Experiment Began: Experiment Ended: 17:23:22

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_TrialOrderList8.txt
In Phase Sound File: 10s_whiteNoiseBursts_In_Phase_250.wav
Out Phase Sound File: 10s_whiteNoiseBursts_Out_Phase_250.wav
Visual Movement Timing: 250 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 counterClockwise 3 3.583366 13.766986
002 counterClockwise 2 3.716763 28.667636
003 counterClockwise 3 3.333672 43.185013
004 counterClockwise 3 3.300831 57.669930
005 counterClockwise 1 3.100458 71.937193
006 counterClockwise 2 2.500382 85.604510
007 counterClockwise 3 2.451897 99.240170
008 counterClockwise 2 2.933398 113.357286
009 counterClockwise 1 4.316697 128.856780
010 counterClockwise 3 3.350048 143.373260
011 counterClockwise 2 3.150166 165.357650
012 counterClockwise 1 3.383447 179.925076
013 counterClockwise 2 3.367418 194.476446
014 counterClockwise 3 3.033706 208.693334
015 counterClockwise 3 2.850302 222.727210
016 counterClockwise 1 1.717040 235.611513
017 counterClockwise 1 2.650017 249.445359
018 counterClockwise 3 3.283786 263.912758
019 counterClockwise 2 2.936493 278.032750
020 counterClockwise 1 1.833621 291.049713
021 counterClockwise 2 2.733544 363.982484
022 counterClockwise 1 4.999914 380.166946
023 counterClockwise 3 2.333592 393.667687
024 counterClockwise 2 3.900155 408.751448
025 counterClockwise 1 1.584047 421.519362
026 counterClockwise 2 5.267142 437.970739
027 counterClockwise 1 2.233620 451.389636
028 counterClockwise 1 2.699459 465.272349
029 counterClockwise 3 4.783750 481.222392
030 counterClockwise 2 2.617562 495.023663
031 counterClockwise 2 1.883778 517.074488
032 counterClockwise 1 2.333213 530.591131
033 counterClockwise 1 2.466234 544.241905
034 counterClockwise 3 2.533850 557.943160
035 counterClockwise 1 2.749988 571.876574
036 counterClockwise 3 3.500189 586.560483
037 counterClockwise 1 2.383335 600.127967
038 counterClockwise 3 2.969221 614.264163
039 counterClockwise 2 2.217176 627.664584
040 counterClockwise 3 2.816789 641.663716
041 counterClockwise 2 3.749936 663.696433
042 counterClockwise 3 2.750655 677.614345
043 counterClockwise 2 2.700217 691.498314
044 counterClockwise 3 2.449932 705.132025
045 counterClockwise 2 1.633211 717.932286
046 counterClockwise 1 1.866913 730.966493
047 counterClockwise 2 1.483500 743.633445
048 counterClockwise 1 1.666873 756.484108
049 counterClockwise 2 1.917026 769.568398
050 counterClockwise 3 1.600281 782.335364
051 counterClockwise 1 2.733683 807.721575
052 counterClockwise 2 1.483701 820.388105
053 counterClockwise 2 1.917021 833.488668
054 counterClockwise 3 2.100465 846.773326
055 counterClockwise 1 1.450309 859.407468
056 counterClockwise 1 1.333270 871.907825
057 counterClockwise 3 1.717105 884.808751
058 counterClockwise 3 3.633705 899.626076
059 counterClockwise 1 2.133447 912.943046
060 counterClockwise 2 3.033808 927.160574
061 counterClockwise 3 2.067103 947.061532
062 counterClockwise 3 2.167183 960.446884
063 counterClockwise 1 2.133144 973.763098
064 counterClockwise 3 4.249818 989.195828
065 counterClockwise 3 2.433762 1002.813310
066 counterClockwise 1 2.466980 1016.463863
067 counterClockwise 2 1.350413 1028.997833
068 counterClockwise 3 3.050479 1043.232721
069 counterClockwise 2 2.633515 1057.049484
070 counterClockwise 3 4.767382 1073.000915
071 counterClockwise 2 2.633541 1100.901123
072 counterClockwise 3 2.333474 1114.418431
073 counterClockwise 2 2.168337 1127.770621
074 counterClockwise 2 3.232816 1142.171014
075 counterClockwise 3 3.083349 1156.420690
076 counterClockwise 2 2.083374 1169.670683
077 counterClockwise 1 1.917184 1182.771792
078 counterClockwise 1 1.733835 1195.689425
079 counterClockwise 3 2.466857 1209.340084
080 counterClockwise 1 1.716788 1222.223770
081 counterClockwise 2 1.733734 1255.591378
082 counterClockwise 1 1.667744 1268.426211
083 counterClockwise 1 1.700155 1281.309584
084 counterClockwise 2 1.817266 1294.294006
085 counterClockwise 1 1.949905 1307.412474
086 counterClockwise 3 2.083388 1320.678733
087 counterClockwise 1 1.450121 1333.311643
088 counterClockwise 2 1.183602 1345.662144
089 counterClockwise 1 0.433476 1357.279315
090 counterClockwise 2 2.200023 1370.662891
091 counterClockwise 1 2.183401 1390.797249
092 counterClockwise 3 1.917397 1403.881453
093 counterClockwise 1 1.616840 1416.665222
094 counterClockwise 3 1.733788 1429.582732
095 counterClockwise 1 1.632976 1442.383073
096 counterClockwise 1 0.333311 1453.900545
097 counterClockwise 3 1.967044 1467.034960
098 counterClockwise 2 2.583496 1480.803403
099 counterClockwise 3 2.383617 1494.370190
100 counterClockwise 3 2.200033 1507.752552
101 counterClockwise 1 3.099906 1523.852606
102 counterClockwise 1 1.467103 1536.503717
103 counterClockwise 3 1.700907 1549.371263
104 counterClockwise 2 1.700379 1562.238388
105 counterClockwise 2 1.350344 1574.772084
106 counterClockwise 1 1.366756 1587.322441
107 counterClockwise 2 2.867148 1601.373728
108 counterClockwise 2 1.633322 1614.190740
109 counterClockwise 3 1.917147 1627.291770
110 counterClockwise 3 1.983611 1640.459086
111 counterClockwise 2 3.149796 1658.494286
112 counterClockwise 1 1.516254 1671.193647
113 counterClockwise 2 1.750460 1684.127404
114 counterClockwise 2 1.567048 1696.877782
115 counterClockwise 1 1.417069 1709.479013
116 counterClockwise 3 1.666797 1722.329076
117 counterClockwise 1 1.250405 1734.763395
118 counterClockwise 2 1.650412 1747.580896
119 counterClockwise 3 1.900334 1760.665000
120 counterClockwise 2 1.634546 1773.483702
