Experiment Began: Experiment Ended: 18:13:37

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_TrialOrderList9.txt
In Phase Sound File: 10s_whiteNoiseBursts_In_Phase_250.wav
Out Phase Sound File: 10s_whiteNoiseBursts_Out_Phase_250.wav
Visual Movement Timing: 250 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 clockwise 2 3.566974 13.750224
002 clockwise 1 6.483550 31.417671
003 clockwise 3 2.816677 45.418294
004 clockwise 1 2.699813 59.302475
005 clockwise 3 4.050291 74.538004
006 clockwise 3 3.649500 89.370478
007 clockwise 1 2.916717 103.470344
008 clockwise 3 2.516793 117.170641
009 clockwise 1 3.983787 132.338417
010 clockwise 2 2.333827 145.856345
011 clockwise 2 2.367136 182.590586
012 clockwise 3 3.450613 197.224399
013 clockwise 1 4.350393 212.757939
014 clockwise 3 3.816563 227.759641
015 clockwise 1 2.118682 241.061925
016 clockwise 1 2.616606 254.862097
017 clockwise 2 1.899969 267.945031
018 clockwise 1 2.283320 281.411537
019 clockwise 2 1.849972 294.444730
020 clockwise 2 2.333449 307.962462
021 clockwise 1 2.450748 350.713912
022 clockwise 3 5.300598 367.198000
023 clockwise 1 2.016898 380.382067
024 clockwise 3 2.183710 393.749518
025 clockwise 2 1.750124 406.683256
026 clockwise 2 2.483463 420.350547
027 clockwise 3 1.617163 433.153206
028 clockwise 2 4.933204 449.269070
029 clockwise 2 6.317268 466.753057
030 clockwise 3 3.500667 481.437363
031 clockwise 3 3.683666 503.755130
032 clockwise 3 2.967040 517.889277
033 clockwise 2 12.967751 542.040572
034 clockwise 1 1.650050 554.874346
035 clockwise 1 5.170305 571.228298
036 clockwise 2 1.233398 583.645289
037 clockwise 3 2.733148 597.561274
038 clockwise 3 1.167094 609.911655
039 clockwise 2 3.016641 624.111757
040 clockwise 1 2.367003 637.662511
041 clockwise 3 1.033671 651.696278
042 clockwise 1 3.300099 666.180158
043 clockwise 1 3.667018 681.031053
044 clockwise 3 5.499950 697.715044
045 clockwise 2 3.733527 712.632554
046 clockwise 3 4.850944 728.667641
047 clockwise 1 4.600403 744.453282
048 clockwise 2 6.616432 762.252984
049 clockwise 2 3.950791 777.386700
050 clockwise 1 2.633499 791.203899
051 clockwise 1 2.699910 837.972091
052 clockwise 3 4.467222 853.623220
053 clockwise 2 3.783401 868.590333
054 clockwise 1 2.884457 882.641859
055 clockwise 3 3.320116 897.145526
056 clockwise 1 4.333592 912.662357
057 clockwise 2 2.366972 926.211502
058 clockwise 3 4.183397 941.578418
059 clockwise 2 3.234013 955.996306
060 clockwise 2 4.500284 971.680389
061 clockwise 1 2.517052 1002.364882
062 clockwise 3 5.367033 1018.915480
063 clockwise 1 2.133534 1032.232839
064 clockwise 2 2.634107 1046.034865
065 clockwise 2 2.718333 1059.919835
066 clockwise 3 7.166886 1078.270498
067 clockwise 3 0.850278 1090.303084
068 clockwise 2 2.933471 1104.403148
069 clockwise 2 0.916714 1116.486798
070 clockwise 1 2.300103 1129.954162
071 clockwise 3 3.600690 1146.472023
072 clockwise 2 2.283803 1159.922940
073 clockwise 3 4.333660 1175.439882
074 clockwise 3 3.767228 1190.390870
075 clockwise 2 4.033546 1205.591147
076 clockwise 1 4.684010 1221.442106
077 clockwise 3 5.801681 1238.427518
078 clockwise 1 3.349895 1252.961156
079 clockwise 3 10.100479 1274.227686
080 clockwise 3 7.017473 1292.428580
081 clockwise 2 8.785305 1336.547919
082 clockwise 1 4.451002 1352.182271
083 clockwise 3 4.767092 1368.132878
084 clockwise 1 11.551940 1390.868086
085 clockwise 1 4.250384 1406.303411
086 clockwise 2 6.333511 1423.819430
087 clockwise 1 2.917030 1437.903048
088 clockwise 1 2.499582 1451.587230
089 clockwise 2 2.583524 1465.354923
090 clockwise 2 3.817245 1480.356096
091 clockwise 1 2.900606 1495.640030
092 clockwise 3 9.384120 1516.207686
093 clockwise 2 6.734037 1534.125530
094 clockwise 2 2.650117 1547.959483
095 clockwise 1 4.717314 1563.895235
096 clockwise 3 2.949457 1578.010733
097 clockwise 3 4.783388 1593.977239
098 clockwise 1 6.650900 1611.811912
099 clockwise 1 4.884285 1627.880110
100 clockwise 3 4.150103 1643.197036
101 clockwise 1 5.050327 1661.497925
102 clockwise 3 5.668122 1678.349697
103 clockwise 1 3.000490 1692.534154
104 clockwise 2 4.450164 1708.167665
105 clockwise 2 4.967199 1724.320285
106 clockwise 1 2.717099 1738.220047
107 clockwise 3 7.266897 1756.670293
108 clockwise 3 5.000711 1772.838384
109 clockwise 2 5.134195 1789.139604
110 clockwise 3 2.533513 1802.856709
111 clockwise 2 4.566893 1820.457272
112 clockwise 2 5.100730 1836.741783
113 clockwise 3 1.167275 1849.092557
114 clockwise 3 6.433724 1866.709589
115 clockwise 1 4.317358 1882.212095
116 clockwise 1 3.449570 1896.844360
117 clockwise 2 1.683855 1909.694579
118 clockwise 1 3.233668 1924.111497
119 clockwise 2 2.917215 1938.195705
120 clockwise 2 7.250829 1956.630195
