Experiment Began: Experiment Ended: 10:14:51

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_TrialOrderList0.txt
In Phase Sound File: 10s_whiteNoiseBursts_In_Phase_250.wav
Out Phase Sound File: 10s_whiteNoiseBursts_Out_Phase_250.wav
Visual Movement Timing: 250 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 counterClockwise 3 4.633819 14.817225
002 counterClockwise 1 3.767029 29.768090
003 counterClockwise 1 3.833764 44.785822
004 counterClockwise 2 2.833335 58.802855
005 counterClockwise 2 2.667240 72.655700
006 counterClockwise 3 4.699633 88.538557
007 counterClockwise 1 3.866463 103.588019
008 counterClockwise 2 4.216949 118.988668
009 counterClockwise 3 3.333468 133.506257
010 counterClockwise 1 4.800369 149.490314
011 counterClockwise 3 2.883835 164.758131
012 counterClockwise 1 2.934239 178.875888
013 counterClockwise 2 3.334018 193.376932
014 counterClockwise 1 3.467561 208.028318
015 counterClockwise 2 3.283743 222.478888
016 counterClockwise 2 3.733958 237.396455
017 counterClockwise 1 2.683948 251.263765
018 counterClockwise 1 2.750455 265.199838
019 counterClockwise 3 4.800102 281.182768
020 counterClockwise 2 3.633233 295.998839
021 counterClockwise 3 4.466808 312.365988
022 counterClockwise 2 2.666737 326.199631
023 counterClockwise 3 3.566644 340.933435
024 counterClockwise 2 3.184277 355.284852
025 counterClockwise 3 4.250105 370.718786
026 counterClockwise 3 2.816651 384.719402
027 counterClockwise 2 3.066902 398.970283
028 counterClockwise 1 2.300006 412.454034
029 counterClockwise 1 3.100344 426.738368
030 counterClockwise 3 2.383539 440.305607
031 counterClockwise 2 1.350424 453.489860
032 counterClockwise 3 8.585954 473.259336
033 counterClockwise 2 8.633570 493.076108
034 counterClockwise 3 5.316685 509.575654
035 counterClockwise 1 3.350255 524.109907
036 counterClockwise 3 5.701154 540.978282
037 counterClockwise 1 3.633864 555.795695
038 counterClockwise 2 7.351049 574.330068
039 counterClockwise 1 6.901176 592.414720
040 counterClockwise 2 4.950452 608.548662
041 counterClockwise 3 4.684085 624.999843
042 counterClockwise 2 6.750494 642.933844
043 counterClockwise 1 5.485760 659.603462
044 counterClockwise 2 3.083339 673.870466
045 counterClockwise 3 5.066250 690.119646
046 counterClockwise 1 7.983639 709.287156
047 counterClockwise 1 5.883854 726.354480
048 counterClockwise 3 7.917374 745.455702
049 counterClockwise 2 8.766836 765.406376
050 counterClockwise 3 6.533789 783.107407
051 counterClockwise 2 3.950290 799.007968
052 counterClockwise 1 4.250431 814.442193
053 counterClockwise 3 8.684204 834.309908
054 counterClockwise 1 12.717987 858.211568
055 counterClockwise 2 11.961630 881.358657
056 counterClockwise 1 7.882323 900.414433
057 counterClockwise 3 5.999552 917.597592
058 counterClockwise 1 4.899759 933.680560
059 counterClockwise 2 4.317225 949.164935
060 counterClockwise 3 4.200187 964.548658
061 counterClockwise 3 8.117182 993.249747
062 counterClockwise 1 3.284004 1007.751098
063 counterClockwise 2 6.984071 1025.902373
064 counterClockwise 1 5.250469 1042.319879
065 counterClockwise 1 9.817619 1063.321068
066 counterClockwise 2 4.353396 1078.858580
067 counterClockwise 3 5.317419 1095.342411
068 counterClockwise 2 5.565606 1112.090959
069 counterClockwise 1 5.582793 1128.857691
070 counterClockwise 1 4.849604 1144.890533
071 counterClockwise 3 5.016921 1162.024679
072 counterClockwise 1 4.750198 1177.958895
073 counterClockwise 3 4.566983 1193.709884
074 counterClockwise 2 4.283923 1209.160808
075 counterClockwise 3 5.616594 1225.944372
076 counterClockwise 3 4.167488 1241.295756
077 counterClockwise 2 6.117468 1258.596813
078 counterClockwise 3 8.167422 1277.930995
079 counterClockwise 2 3.586688 1292.701408
080 counterClockwise 2 5.633664 1309.518845
081 counterClockwise 1 6.699362 1328.484688
082 counterClockwise 1 3.599832 1343.267903
083 counterClockwise 2 4.249624 1358.700584
084 counterClockwise 3 3.750443 1373.634842
085 counterClockwise 1 5.683673 1390.502033
086 counterClockwise 2 7.701388 1409.370725
087 counterClockwise 3 5.316781 1425.870852
088 counterClockwise 1 7.983453 1445.021510
089 counterClockwise 3 6.050410 1462.239244
090 counterClockwise 2 5.983991 1479.407128
091 counterClockwise 3 11.317392 1502.874952
092 counterClockwise 3 9.086236 1523.128451
093 counterClockwise 1 7.982868 1542.294970
094 counterClockwise 1 5.499392 1558.960893
095 counterClockwise 3 6.649752 1576.794088
096 counterClockwise 1 5.667575 1593.645008
097 counterClockwise 2 6.234046 1611.062485
098 counterClockwise 2 7.567109 1629.813222
099 counterClockwise 1 5.367163 1646.364128
100 counterClockwise 2 4.366869 1661.914479
101 counterClockwise 3 5.200937 1679.382601
102 counterClockwise 2 7.901096 1698.466846
103 counterClockwise 3 6.250578 1715.884149
104 counterClockwise 3 7.836833 1734.904811
105 counterClockwise 2 5.216988 1751.305020
106 counterClockwise 1 4.699559 1767.187848
107 counterClockwise 2 3.983131 1782.354277
108 counterClockwise 3 4.816473 1798.353848
109 counterClockwise 1 5.267282 1814.804401
110 counterClockwise 1 4.200049 1830.188280
111 counterClockwise 3 7.400772 1849.523040
112 counterClockwise 2 8.300335 1868.990597
113 counterClockwise 3 9.583962 1889.758193
114 counterClockwise 3 11.634848 1912.576871
115 counterClockwise 2 3.666923 1927.410650
116 counterClockwise 2 7.620379 1946.214763
117 counterClockwise 1 6.999763 1964.381549
118 counterClockwise 1 8.299374 1983.864814
119 counterClockwise 2 8.349363 2003.397044
120 counterClockwise 1 9.451004 2024.031625
