Experiment Began: Experiment Ended: 17:48:19

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_TrialOrderList6.txt
In Phase Sound File: 10s_whiteNoiseBursts_In_Phase_250.wav
Out Phase Sound File: 10s_whiteNoiseBursts_Out_Phase_250.wav
Visual Movement Timing: 250 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 counterClockwise 3 4.033750 14.217383
002 counterClockwise 1 3.218636 28.619400
003 counterClockwise 2 1.933450 41.736203
004 counterClockwise 1 3.366289 56.285819
005 counterClockwise 1 2.400307 69.868772
006 counterClockwise 2 4.217200 85.252630
007 counterClockwise 3 5.017277 101.436524
008 counterClockwise 1 2.617113 115.237073
009 counterClockwise 1 2.533967 128.954759
010 counterClockwise 3 3.850709 143.988668
011 counterClockwise 3 2.650392 187.405756
012 counterClockwise 1 2.317505 200.906714
013 counterClockwise 2 2.816756 214.906889
014 counterClockwise 1 2.249963 228.325537
015 counterClockwise 1 2.116540 241.624963
016 counterClockwise 2 2.066361 254.874256
017 counterClockwise 3 2.383562 268.441687
018 counterClockwise 3 2.584287 282.209079
019 counterClockwise 1 1.683364 295.076273
020 counterClockwise 3 1.566670 307.826640
021 counterClockwise 2 1.967096 331.377938
022 counterClockwise 2 2.717279 345.278578
023 counterClockwise 3 3.517961 359.979902
024 counterClockwise 2 3.417166 374.580577
025 counterClockwise 3 3.135403 388.899274
026 counterClockwise 2 2.349993 402.432273
027 counterClockwise 1 2.416666 416.031772
028 counterClockwise 3 1.833668 429.048083
029 counterClockwise 2 1.383655 441.615019
030 counterClockwise 2 1.833760 454.632421
031 counterClockwise 2 1.517031 520.249762
032 counterClockwise 3 2.550717 533.983859
033 counterClockwise 1 1.733783 546.900711
034 counterClockwise 2 1.567214 559.651437
035 counterClockwise 1 1.716894 572.551699
036 counterClockwise 1 2.300271 586.018568
037 counterClockwise 3 2.884001 600.070998
038 counterClockwise 1 2.699805 613.953601
039 counterClockwise 2 2.216663 627.353197
040 counterClockwise 3 2.000030 640.520016
041 counterClockwise 2 1.966999 661.504287
042 counterClockwise 1 2.483410 675.171589
043 counterClockwise 3 2.000625 688.338991
044 counterClockwise 3 2.367255 701.889794
045 counterClockwise 2 2.083965 715.156987
046 counterClockwise 2 1.916734 728.240153
047 counterClockwise 3 2.117276 741.524389
048 counterClockwise 2 2.133982 754.842110
049 counterClockwise 1 2.801869 768.810634
050 counterClockwise 1 3.100129 783.093989
051 counterClockwise 2 2.233373 827.827156
052 counterClockwise 3 2.133530 841.110816
053 counterClockwise 1 1.900017 854.160799
054 counterClockwise 3 1.833438 867.144469
055 counterClockwise 2 1.983427 880.278108
056 counterClockwise 3 3.283820 894.712057
057 counterClockwise 3 2.433786 908.295406
058 counterClockwise 1 3.299836 922.745539
059 counterClockwise 2 3.300054 937.195873
060 counterClockwise 1 1.783557 950.129537
061 counterClockwise 2 2.066714 971.763126
062 counterClockwise 1 2.483721 985.398409
063 counterClockwise 2 2.850115 999.397952
064 counterClockwise 3 2.733240 1013.280853
065 counterClockwise 3 2.883265 1027.314393
066 counterClockwise 1 2.733320 1041.197900
067 counterClockwise 3 2.250225 1054.598415
068 counterClockwise 3 2.783569 1068.532034
069 counterClockwise 1 2.366930 1082.048917
070 counterClockwise 2 2.733236 1095.932392
071 counterClockwise 1 2.599936 1112.732494
072 counterClockwise 2 2.483247 1126.366213
073 counterClockwise 2 2.383234 1139.899872
074 counterClockwise 3 2.799945 1153.850152
075 counterClockwise 3 3.083356 1168.083740
076 counterClockwise 1 3.499944 1182.734080
077 counterClockwise 1 1.850387 1195.736068
078 counterClockwise 3 2.050322 1208.936029
079 counterClockwise 2 2.033476 1222.118523
080 counterClockwise 2 2.450209 1235.718761
081 counterClockwise 1 2.483323 1255.369040
082 counterClockwise 1 2.249998 1268.769200
083 counterClockwise 2 2.716691 1282.636127
084 counterClockwise 2 2.233257 1296.019693
085 counterClockwise 3 2.150016 1309.320015
086 counterClockwise 2 2.450281 1322.920628
087 counterClockwise 3 2.433399 1336.504074
088 counterClockwise 1 2.949985 1350.604186
089 counterClockwise 3 2.033445 1363.787794
090 counterClockwise 1 2.350132 1377.288019
091 counterClockwise 2 2.249955 1399.655370
092 counterClockwise 1 2.400533 1413.207602
093 counterClockwise 3 3.216304 1427.573121
094 counterClockwise 2 3.033560 1441.756794
095 counterClockwise 3 2.833454 1455.740142
096 counterClockwise 1 2.716832 1469.607275
097 counterClockwise 1 2.849897 1483.607342
098 counterClockwise 3 2.583199 1497.340891
099 counterClockwise 3 3.416561 1511.907782
100 counterClockwise 2 3.333682 1526.391557
101 counterClockwise 3 2.183345 1547.691892
102 counterClockwise 1 2.933259 1561.775335
103 counterClockwise 2 2.316669 1575.242320
104 counterClockwise 1 2.517019 1588.909480
105 counterClockwise 2 2.599913 1602.659592
106 counterClockwise 2 3.717832 1617.529007
107 counterClockwise 1 1.867052 1630.545267
108 counterClockwise 1 2.016791 1643.712119
109 counterClockwise 2 2.017073 1656.880003
110 counterClockwise 3 2.716855 1670.747182
111 counterClockwise 1 2.216723 1691.765433
112 counterClockwise 3 2.583085 1705.499582
113 counterClockwise 3 2.832927 1719.483814
114 counterClockwise 2 2.150515 1732.784578
115 counterClockwise 1 2.400412 1746.352071
116 counterClockwise 3 2.551981 1760.087307
117 counterClockwise 2 2.183517 1773.453666
118 counterClockwise 1 2.599450 1787.236116
119 counterClockwise 2 2.166708 1800.586407
120 counterClockwise 3 2.117002 1813.870434
