Experiment Began: Experiment Ended: 11:04:43

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_TrialOrderList1.txt
In Phase Sound File: 10s_whiteNoiseBursts_In_Phase_250.wav
Out Phase Sound File: 10s_whiteNoiseBursts_Out_Phase_250.wav
Visual Movement Timing: 250 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 clockwise 3 5.099627 15.299707
002 clockwise 2 5.116830 31.599396
003 clockwise 1 3.933424 46.715836
004 clockwise 2 4.817364 62.716937
005 clockwise 2 3.933236 77.817383
006 clockwise 3 0.966916 89.968092
007 clockwise 3 4.300369 105.452168
008 clockwise 2 4.750353 121.386231
009 clockwise 3 3.866852 136.436833
010 clockwise 3 3.966961 151.587683
011 clockwise 1 3.850174 174.307333
012 clockwise 3 6.266089 191.756093
013 clockwise 3 4.817313 207.756801
014 clockwise 1 3.650096 222.573631
015 clockwise 2 4.216915 237.974246
016 clockwise 1 5.034146 254.175741
017 clockwise 1 4.483918 269.826706
018 clockwise 2 3.583680 284.577006
019 clockwise 1 5.917376 301.661538
020 clockwise 2 4.217199 317.061883
021 clockwise 2 2.500361 353.730657
022 clockwise 3 3.516436 368.429523
023 clockwise 2 4.566877 384.162928
024 clockwise 1 4.650128 399.996892
025 clockwise 3 3.266828 414.447573
026 clockwise 3 6.500459 432.115090
027 clockwise 1 2.800177 446.098868
028 clockwise 1 6.350939 463.616842
029 clockwise 2 4.000399 478.800646
030 clockwise 1 4.800575 494.768313
031 clockwise 1 3.916885 526.620638
032 clockwise 3 4.566109 542.369360
033 clockwise 3 6.367337 559.920323
034 clockwise 1 6.366979 577.471266
035 clockwise 2 4.400915 593.055956
036 clockwise 3 5.100251 609.339530
037 clockwise 1 4.617252 625.140526
038 clockwise 1 3.450096 639.774210
039 clockwise 2 4.017479 654.975548
040 clockwise 2 0.000000 686.144638
041 clockwise 3 6.533586 730.494226
042 clockwise 2 3.367371 745.028559
043 clockwise 1 4.967218 761.179352
044 clockwise 1 3.183375 775.546172
045 clockwise 3 3.950500 790.680377
046 clockwise 2 6.083764 807.947588
047 clockwise 3 10.067706 829.199054
048 clockwise 3 5.485814 845.851883
049 clockwise 2 5.799637 862.834449
050 clockwise 2 2.166991 876.167873
051 clockwise 3 3.099648 930.118833
052 clockwise 2 5.417461 946.703614
053 clockwise 3 4.350918 962.221172
054 clockwise 2 4.317690 977.722111
055 clockwise 1 4.450644 993.356148
056 clockwise 2 4.568529 1009.091942
057 clockwise 1 4.565575 1024.841262
058 clockwise 1 16.834771 1052.826067
059 clockwise 3 3.633590 1067.642490
060 clockwise 1 4.667227 1083.493463
061 clockwise 2 2.466975 1106.177722
062 clockwise 3 3.267378 1120.611961
063 clockwise 3 2.883696 1134.679260
064 clockwise 1 4.383500 1150.229313
065 clockwise 3 6.133641 1167.546338
066 clockwise 3 3.200178 1181.898424
067 clockwise 1 3.482915 1196.531717
068 clockwise 3 2.483270 1210.164370
069 clockwise 1 4.983372 1226.331723
070 clockwise 3 2.484077 1239.982985
071 clockwise 2 6.367084 1277.366881
072 clockwise 3 5.050943 1293.601155
073 clockwise 3 3.300590 1308.084892
074 clockwise 1 2.133683 1321.385335
075 clockwise 3 6.233842 1338.786145
076 clockwise 2 4.702034 1354.672239
077 clockwise 2 3.899564 1369.755393
078 clockwise 1 2.468447 1383.406508
079 clockwise 2 4.516734 1399.105151
080 clockwise 2 4.450884 1414.739936
081 clockwise 1 2.650357 1432.323297
082 clockwise 2 9.567071 1453.074167
083 clockwise 1 0.967128 1465.225005
084 clockwise 3 1.150357 1477.558735
085 clockwise 1 4.000401 1492.725809
086 clockwise 1 3.300706 1507.210293
087 clockwise 2 2.968526 1521.362491
088 clockwise 1 2.683464 1535.229294
089 clockwise 2 10.333275 1556.745355
090 clockwise 2 7.117395 1575.045890
091 clockwise 1 3.517556 1592.530455
092 clockwise 3 4.166865 1607.881047
093 clockwise 2 3.250755 1622.315560
094 clockwise 2 9.650848 1643.149801
095 clockwise 3 6.450723 1660.767520
096 clockwise 1 6.335530 1678.286591
097 clockwise 1 4.733475 1694.203648
098 clockwise 2 6.149939 1711.536162
099 clockwise 3 4.366994 1727.086446
100 clockwise 1 5.084142 1743.354279
101 clockwise 2 2.700335 1758.304544
102 clockwise 2 4.883630 1774.372346
103 clockwise 3 7.967950 1793.523646
104 clockwise 2 2.566895 1807.273867
105 clockwise 3 6.250483 1824.691261
106 clockwise 3 6.202161 1842.078072
107 clockwise 1 5.266142 1858.527155
108 clockwise 2 6.183394 1875.877191
109 clockwise 3 4.667371 1891.728162
110 clockwise 2 3.400380 1906.295475
111 clockwise 2 3.633875 1922.263387
112 clockwise 1 2.800421 1936.247214
113 clockwise 1 3.284038 1950.714664
114 clockwise 3 6.150466 1968.048525
115 clockwise 1 7.650044 1986.882421
116 clockwise 3 1.968827 2000.035093
117 clockwise 1 6.350690 2017.569021
118 clockwise 1 3.883701 2032.634551
119 clockwise 3 4.167516 2047.985676
120 clockwise 2 2.950449 2062.119350
