Experiment Began: Experiment Ended: 11:15:24

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_jitter_TrialOrderList5.txt
Sound File: 10ms_whiteNoiseBurst.wav
Visual Movement Timing: 250 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 clockwise 3 4.133650 14.319348
002 clockwise 2 7.082716 32.584661
003 clockwise 3 4.532951 48.284174
004 clockwise 1 4.733836 64.201668
005 clockwise 2 3.950678 79.318870
006 clockwise 2 3.666922 94.152611
007 clockwise 4 4.000534 109.319726
008 clockwise 1 5.084118 125.587212
009 clockwise 1 4.900350 141.671243
010 clockwise 5 5.284018 158.138778
011 clockwise 2 3.900440 175.058644
012 clockwise 5 3.632579 189.874567
013 clockwise 3 3.550296 204.607068
014 clockwise 2 4.200648 219.990502
015 clockwise 1 3.616729 234.774411
016 clockwise 4 4.334348 250.275294
017 clockwise 3 4.500295 265.958884
018 clockwise 3 4.884779 282.026674
019 clockwise 5 3.667189 296.877347
020 clockwise 4 5.784195 313.844656
021 clockwise 4 3.183494 341.247966
022 clockwise 1 3.933324 356.363680
023 clockwise 5 3.849777 371.396351
024 clockwise 5 3.533792 386.113694
025 clockwise 2 5.734151 403.031270
026 clockwise 5 5.033661 419.231547
027 clockwise 3 3.199841 433.598245
028 clockwise 1 3.201070 447.966080
029 clockwise 4 4.584017 463.733528
030 clockwise 4 3.550770 478.467111
031 clockwise 3 3.353117 495.786965
032 clockwise 5 6.466732 513.420029
033 clockwise 3 3.417050 528.019278
034 clockwise 1 3.350185 542.535501
035 clockwise 1 5.200811 558.919674
036 clockwise 3 7.083865 577.186727
037 clockwise 4 4.451024 592.820984
038 clockwise 2 4.517896 608.505227
039 clockwise 1 4.434000 624.105542
040 clockwise 4 3.317004 638.606336
041 clockwise 4 5.703522 657.609316
042 clockwise 3 4.867112 673.659224
043 clockwise 5 6.831956 691.657382
044 clockwise 4 4.266668 707.107367
045 clockwise 2 5.717457 724.008184
046 clockwise 1 4.450895 739.642526
047 clockwise 5 6.383920 757.210499
048 clockwise 2 4.983934 773.377955
049 clockwise 5 11.400755 795.962688
050 clockwise 1 4.386432 811.532736
051 clockwise 4 5.633416 831.099357
052 clockwise 3 3.966848 846.248145
053 clockwise 2 6.667817 864.098532
054 clockwise 3 3.050453 878.315254
055 clockwise 4 4.167320 893.665683
056 clockwise 2 3.350465 908.199553
057 clockwise 2 3.100255 922.483200
058 clockwise 5 3.150684 936.817752
059 clockwise 1 3.917300 951.917828
060 clockwise 5 3.870507 966.955908
061 clockwise 3 2.950454 997.671155
062 clockwise 2 3.650982 1012.504021
063 clockwise 4 2.834151 1026.520931
064 clockwise 2 3.134445 1040.838405
065 clockwise 4 3.067475 1055.088363
066 clockwise 5 4.117477 1070.389833
067 clockwise 4 2.367292 1083.939862
068 clockwise 1 3.667161 1098.790362
069 clockwise 4 2.550747 1112.524232
070 clockwise 3 3.367196 1127.074555
071 clockwise 1 3.766138 1156.844291
072 clockwise 5 3.932407 1171.959330
073 clockwise 2 3.317123 1186.459340
074 clockwise 1 4.583614 1202.209732
075 clockwise 3 3.750545 1217.143404
076 clockwise 4 3.767263 1232.077014
077 clockwise 4 3.867036 1247.127019
078 clockwise 5 3.550675 1261.861358
079 clockwise 1 5.251380 1278.278932
080 clockwise 2 5.667528 1295.112793
081 clockwise 2 3.853310 1317.865784
082 clockwise 5 4.816280 1333.848999
083 clockwise 3 5.383563 1350.414377
084 clockwise 1 3.917380 1365.514630
085 clockwise 2 4.650104 1381.348339
086 clockwise 5 3.616554 1396.149042
087 clockwise 5 3.866969 1411.200298
088 clockwise 1 3.851323 1426.218228
089 clockwise 3 5.767434 1443.168437
090 clockwise 3 5.200895 1459.552354
091 clockwise 3 4.200678 1491.905301
092 clockwise 1 2.583550 1505.670954
093 clockwise 2 3.433794 1520.286918
094 clockwise 5 3.516966 1534.970517
095 clockwise 4 3.833812 1549.970555
096 clockwise 4 4.267717 1565.404839
097 clockwise 1 9.850946 1586.438748
098 clockwise 1 4.718181 1602.323353
099 clockwise 4 5.301181 1618.807107
100 clockwise 4 4.467614 1634.440924
101 clockwise 5 4.149976 1659.010700
102 clockwise 2 4.000885 1674.193501
103 clockwise 5 4.033038 1689.409026
104 clockwise 3 4.250333 1704.842600
105 clockwise 2 5.634146 1721.660218
106 clockwise 3 5.284360 1738.110996
107 clockwise 4 10.734679 1760.028280
108 clockwise 5 8.251212 1779.446184
109 clockwise 3 5.818197 1796.430607
110 clockwise 2 7.936898 1815.550011
111 clockwise 2 6.267171 1849.031721
112 clockwise 1 6.700849 1866.915092
113 clockwise 2 9.501452 1887.599596
114 clockwise 3 6.217351 1904.983128
115 clockwise 5 7.167570 1923.334847
116 clockwise 1 5.851073 1940.369091
117 clockwise 4 6.351379 1957.903389
118 clockwise 5 3.803178 1972.889634
119 clockwise 3 7.500620 1991.572491
120 clockwise 1 11.683759 2014.437719
