Experiment Began: Experiment Ended: 16:11:07

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_jitter_TrialOrderList2.txt
Sound File: 10ms_whiteNoiseBurst.wav
Visual Movement Timing: 250 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 counterClockwise 1 4.900600 15.083997
002 counterClockwise 5 7.833905 34.084737
003 counterClockwise 3 5.233885 50.502329
004 counterClockwise 1 5.317720 66.986993
005 counterClockwise 5 7.087570 85.257999
006 counterClockwise 2 0.683715 97.125100
007 counterClockwise 2 5.967170 114.275613
008 counterClockwise 4 8.482944 133.941651
009 counterClockwise 4 6.999416 152.124550
010 counterClockwise 5 6.949823 170.258110
011 counterClockwise 4 4.433588 241.626061
012 counterClockwise 2 5.850380 258.659999
013 counterClockwise 2 5.667231 275.510954
014 counterClockwise 3 4.333417 291.010988
015 counterClockwise 3 4.983884 307.161845
016 counterClockwise 1 4.083784 322.428913
017 counterClockwise 2 5.616960 339.212702
018 counterClockwise 4 2.500236 352.896809
019 counterClockwise 1 4.833577 368.897609
020 counterClockwise 3 4.583310 384.664764
021 counterClockwise 4 3.934141 402.666100
022 counterClockwise 1 3.833569 417.666321
023 counterClockwise 2 4.100559 432.933786
024 counterClockwise 3 4.586845 448.687496
025 counterClockwise 1 2.067416 461.937875
026 counterClockwise 5 4.632563 477.753890
027 counterClockwise 5 5.166685 494.103963
028 counterClockwise 3 3.282953 508.569988
029 counterClockwise 4 5.199892 524.936709
030 counterClockwise 5 6.166499 542.286529
031 counterClockwise 1 5.133812 575.004160
032 counterClockwise 2 4.583541 590.737401
033 counterClockwise 5 6.251025 608.138394
034 counterClockwise 4 4.066707 623.371967
035 counterClockwise 5 6.416809 640.972729
036 counterClockwise 5 4.633972 656.790487
037 counterClockwise 3 3.300099 671.257173
038 counterClockwise 2 3.750842 686.191566
039 counterClockwise 3 2.917192 700.292314
040 counterClockwise 1 3.550492 715.009564
041 counterClockwise 4 2.300144 744.543243
042 counterClockwise 5 4.434330 760.144631
043 counterClockwise 3 3.034014 774.345554
044 counterClockwise 5 3.050138 788.578848
045 counterClockwise 4 5.466948 805.232137
046 counterClockwise 2 3.850411 820.249788
047 counterClockwise 1 4.316457 835.749134
048 counterClockwise 2 5.915247 852.847777
049 counterClockwise 3 4.032826 868.065156
050 counterClockwise 2 5.365950 884.614753
051 counterClockwise 1 3.750296 954.182615
052 counterClockwise 4 2.899898 968.249315
053 counterClockwise 4 3.000275 982.416914
054 counterClockwise 1 3.333295 996.933549
055 counterClockwise 1 5.683808 1013.801208
056 counterClockwise 3 6.400451 1031.385354
057 counterClockwise 2 4.566749 1047.135750
058 counterClockwise 3 3.767355 1062.086830
059 counterClockwise 4 4.134147 1077.404346
060 counterClockwise 5 5.083939 1093.671555
061 counterClockwise 2 3.533259 1137.072164
062 counterClockwise 3 2.883579 1151.139679
063 counterClockwise 5 3.950227 1166.273678
064 counterClockwise 2 4.852780 1182.293361
065 counterClockwise 5 2.986566 1196.460753
066 counterClockwise 5 4.817081 1212.460840
067 counterClockwise 4 5.599719 1229.244080
068 counterClockwise 1 2.816365 1243.243795
069 counterClockwise 2 4.966408 1259.393565
070 counterClockwise 5 3.400641 1273.977607
071 counterClockwise 1 3.749647 1296.393032
072 counterClockwise 4 3.483832 1311.060377
073 counterClockwise 1 6.716792 1328.943661
074 counterClockwise 3 4.317186 1344.427807
075 counterClockwise 3 4.033688 1359.644698
076 counterClockwise 2 6.050252 1376.878438
077 counterClockwise 4 4.500185 1392.562244
078 counterClockwise 3 4.150580 1407.879935
079 counterClockwise 3 4.400463 1423.463624
080 counterClockwise 4 3.783542 1438.414070
081 counterClockwise 5 3.716705 1454.930977
082 counterClockwise 2 3.533753 1469.648681
083 counterClockwise 1 4.784033 1485.616029
084 counterClockwise 4 4.850333 1501.649606
085 counterClockwise 1 3.317149 1516.150454
086 counterClockwise 1 4.467071 1531.800833
087 counterClockwise 3 3.799929 1546.767990
088 counterClockwise 2 4.969945 1562.921760
089 counterClockwise 5 4.583611 1578.688926
090 counterClockwise 4 4.633899 1594.505849
091 counterClockwise 4 2.649545 1650.938123
092 counterClockwise 3 4.016379 1666.138340
093 counterClockwise 1 3.883811 1681.205026
094 counterClockwise 5 6.017068 1698.405405
095 counterClockwise 5 5.483648 1715.072247
096 counterClockwise 4 3.450489 1729.706245
097 counterClockwise 2 4.683565 1745.573122
098 counterClockwise 3 2.583732 1759.340606
099 counterClockwise 2 3.183583 1773.691120
100 counterClockwise 2 5.017209 1789.891450
101 counterClockwise 3 2.433818 1840.592388
102 counterClockwise 4 3.233757 1855.009399
103 counterClockwise 4 2.799907 1868.975951
104 counterClockwise 2 4.733224 1884.893469
105 counterClockwise 5 4.567019 1900.644016
106 counterClockwise 4 3.566821 1915.377670
107 counterClockwise 1 5.567381 1932.129050
108 counterClockwise 1 2.383533 1945.696061
109 counterClockwise 5 4.183604 1961.063475
110 counterClockwise 3 3.933929 1976.183339
111 counterClockwise 5 3.166378 2018.083411
112 counterClockwise 1 3.050095 2032.316493
113 counterClockwise 1 3.084045 2046.583499
114 counterClockwise 3 3.799562 2061.566203
115 counterClockwise 2 3.849953 2076.599082
116 counterClockwise 2 4.200047 2091.982818
117 counterClockwise 3 2.916612 2106.082979
118 counterClockwise 4 3.716778 2120.983436
119 counterClockwise 1 2.833310 2135.000383
120 counterClockwise 5 3.133844 2149.301236
