Experiment Began: Experiment Ended: 14:19:35

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_jitter_TrialOrderList7.txt
Sound File: 10ms_whiteNoiseBurst.wav
Visual Movement Timing: 250 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 clockwise 3 3.483858 13.667346
002 clockwise 3 3.736792 28.587850
003 clockwise 1 9.099000 48.870523
004 clockwise 5 6.665600 66.719292
005 clockwise 2 11.417631 89.320555
006 clockwise 5 3.016860 103.521388
007 clockwise 1 3.350124 118.038750
008 clockwise 1 13.851698 143.057697
009 clockwise 3 8.100311 162.325100
010 clockwise 5 6.886236 180.395351
011 clockwise 5 5.332148 211.093365
012 clockwise 4 4.317561 226.594454
013 clockwise 2 13.300777 251.078787
014 clockwise 2 5.300386 267.563166
015 clockwise 5 4.834147 283.580986
016 clockwise 4 4.183906 298.948622
017 clockwise 1 4.033587 314.165379
018 clockwise 5 2.953082 328.302189
019 clockwise 1 2.600512 342.085539
020 clockwise 3 3.449678 356.717948
021 clockwise 3 3.367131 383.300813
022 clockwise 4 3.933887 398.418599
023 clockwise 1 5.317254 414.902665
024 clockwise 3 2.983462 429.069675
025 clockwise 4 1.983603 442.236981
026 clockwise 4 5.983845 459.404519
027 clockwise 2 7.834166 478.405821
028 clockwise 4 5.267134 494.842646
029 clockwise 2 4.799686 510.808385
030 clockwise 2 4.099914 526.091031
031 clockwise 4 2.467022 553.808803
032 clockwise 5 4.666783 569.659299
033 clockwise 1 7.833771 588.676792
034 clockwise 2 0.000000 619.862450
035 clockwise 3 2.386162 633.432565
036 clockwise 2 2.917219 647.533018
037 clockwise 5 3.333134 662.048736
038 clockwise 3 2.583165 675.814548
039 clockwise 2 3.966862 690.964485
040 clockwise 5 3.550483 705.698547
041 clockwise 1 3.150044 736.216178
042 clockwise 1 2.600040 749.983812
043 clockwise 5 4.234010 765.384726
044 clockwise 4 3.417132 779.985338
045 clockwise 4 3.050099 794.202504
046 clockwise 1 3.033841 808.406025
047 clockwise 2 2.599958 822.188992
048 clockwise 3 3.832572 837.203868
049 clockwise 3 2.517630 850.905114
050 clockwise 4 3.583492 865.672044
051 clockwise 2 3.733783 897.173110
052 clockwise 2 5.483512 913.840575
053 clockwise 1 2.200244 927.224546
054 clockwise 3 5.166760 943.574950
055 clockwise 4 2.899928 957.658915
056 clockwise 5 4.466445 973.295348
057 clockwise 4 2.750079 987.228619
058 clockwise 3 2.850286 1001.261481
059 clockwise 1 6.284090 1018.729078
060 clockwise 5 2.200248 1032.113091
061 clockwise 4 2.733555 1067.530904
062 clockwise 4 3.017256 1081.732189
063 clockwise 3 4.250321 1097.149397
064 clockwise 2 2.636738 1110.969645
065 clockwise 3 2.566148 1124.719166
066 clockwise 2 4.232975 1140.135221
067 clockwise 1 6.117265 1157.435507
068 clockwise 3 6.017194 1174.619395
069 clockwise 3 1.983458 1187.786563
070 clockwise 1 3.100111 1202.070690
071 clockwise 5 7.383702 1242.505140
072 clockwise 3 2.167021 1255.856129
073 clockwise 1 2.753237 1269.792590
074 clockwise 5 6.432784 1287.408786
075 clockwise 2 2.966107 1301.558130
076 clockwise 4 3.650595 1316.375283
077 clockwise 5 2.250062 1329.792341
078 clockwise 4 3.300825 1344.276960
079 clockwise 2 8.250552 1363.710921
080 clockwise 1 3.033540 1377.928387
081 clockwise 3 6.800356 1415.729369
082 clockwise 1 3.236498 1430.149718
083 clockwise 4 7.016041 1448.348845
084 clockwise 2 4.249846 1463.764906
085 clockwise 4 2.933557 1477.881935
086 clockwise 5 3.400647 1492.466602
087 clockwise 5 5.433900 1509.067421
088 clockwise 1 3.849871 1524.101018
089 clockwise 2 2.316757 1537.601590
090 clockwise 5 3.583365 1552.369224
091 clockwise 4 1.567262 1572.586902
092 clockwise 5 2.847729 1586.620653
093 clockwise 4 2.066692 1599.873064
094 clockwise 3 7.049653 1618.088697
095 clockwise 4 2.333855 1631.589037
096 clockwise 3 3.966978 1646.739627
097 clockwise 2 4.733503 1662.656696
098 clockwise 5 3.166840 1677.007565
099 clockwise 3 2.617273 1690.808475
100 clockwise 2 2.817338 1704.792611
101 clockwise 1 3.503254 1736.780079
102 clockwise 1 2.616781 1750.579713
103 clockwise 4 2.383523 1764.146227
104 clockwise 3 3.066311 1778.394929
105 clockwise 5 7.434394 1797.012811
106 clockwise 2 2.216926 1810.413659
107 clockwise 5 5.483372 1827.063955
108 clockwise 2 3.133856 1841.364954
109 clockwise 4 1.733324 1854.281675
110 clockwise 2 2.633551 1868.099308
111 clockwise 5 2.783740 1914.986232
112 clockwise 1 2.333293 1928.502257
113 clockwise 4 3.400353 1943.084595
114 clockwise 1 2.916886 1957.184533
115 clockwise 1 4.517398 1972.885663
116 clockwise 3 3.800561 1987.869594
117 clockwise 1 4.800588 2003.853635
118 clockwise 3 3.100298 2018.137459
119 clockwise 2 2.533811 2031.854700
120 clockwise 5 2.516823 2045.555016
