Experiment Began: Experiment Ended: 17:20:44

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_jitter_TrialOrderList3.txt
Sound File: 10ms_whiteNoiseBurst.wav
Visual Movement Timing: 250 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 counterClockwise 1 3.533574 13.716813
002 counterClockwise 5 3.217224 28.117652
003 counterClockwise 3 2.933652 42.234610
004 counterClockwise 5 2.719599 56.121055
005 counterClockwise 2 2.083238 69.387876
006 counterClockwise 5 2.850524 83.421793
007 counterClockwise 2 2.250078 96.855184
008 counterClockwise 4 2.550236 110.571478
009 counterClockwise 1 2.367387 124.121213
010 counterClockwise 2 4.650200 139.954125
011 counterClockwise 1 3.450363 190.938583
012 counterClockwise 3 3.167014 205.288998
013 counterClockwise 4 2.933378 219.406025
014 counterClockwise 1 3.200195 233.773457
015 counterClockwise 2 4.267140 249.223879
016 counterClockwise 4 3.150464 263.557567
017 counterClockwise 4 2.583506 277.324568
018 counterClockwise 3 2.850056 291.358206
019 counterClockwise 4 3.183255 305.725056
020 counterClockwise 1 2.984096 319.875721
021 counterClockwise 3 3.567245 387.143426
022 counterClockwise 5 3.750301 402.060626
023 counterClockwise 3 3.949809 417.194027
024 counterClockwise 2 3.217383 431.594701
025 counterClockwise 5 3.700242 446.478620
026 counterClockwise 3 3.116768 460.779111
027 counterClockwise 5 4.403192 476.366144
028 counterClockwise 1 5.083932 492.632786
029 counterClockwise 2 4.334054 508.149616
030 counterClockwise 4 5.301169 524.633010
031 counterClockwise 5 14.566151 568.132134
032 counterClockwise 2 3.833531 583.148850
033 counterClockwise 4 5.183786 599.515798
034 counterClockwise 5 1.833882 612.516809
035 counterClockwise 3 5.317165 629.016459
036 counterClockwise 2 3.250794 643.450600
037 counterClockwise 1 1.283803 655.917312
038 counterClockwise 1 10.617737 677.718429
039 counterClockwise 5 10.550759 699.452611
040 counterClockwise 3 5.034558 715.670043
041 counterClockwise 3 3.700643 1198.478018
042 counterClockwise 1 3.100555 1212.761649
043 counterClockwise 5 5.033155 1228.978733
044 counterClockwise 2 3.683961 1243.846057
045 counterClockwise 4 3.600871 1258.613175
046 counterClockwise 2 3.517157 1273.313251
047 counterClockwise 1 2.867266 1287.363758
048 counterClockwise 1 3.583660 1302.130807
049 counterClockwise 4 3.717733 1317.031602
050 counterClockwise 3 2.950742 1331.165208
051 counterClockwise 4 2.850490 1346.282085
052 counterClockwise 5 3.383903 1360.849422
053 counterClockwise 3 2.900704 1374.932810
054 counterClockwise 5 2.433784 1388.549974
055 counterClockwise 4 3.617117 1403.349887
056 counterClockwise 1 3.119765 1417.653135
057 counterClockwise 4 3.500731 1432.336949
058 counterClockwise 2 4.300581 1447.820191
059 counterClockwise 3 2.966717 1461.969978
060 counterClockwise 2 2.300203 1475.453214
061 counterClockwise 4 3.434089 1491.353186
062 counterClockwise 4 2.583811 1505.119295
063 counterClockwise 5 3.116216 1519.419488
064 counterClockwise 5 3.099814 1533.702683
065 counterClockwise 4 3.967283 1548.853103
066 counterClockwise 2 0.350556 1560.369846
067 counterClockwise 4 2.550591 1574.086718
068 counterClockwise 1 3.333928 1588.587073
069 counterClockwise 3 2.967216 1602.737282
070 counterClockwise 2 2.917565 1616.838072
071 counterClockwise 2 3.817320 1632.621620
072 counterClockwise 1 4.000895 1647.805532
073 counterClockwise 1 3.167039 1662.155722
074 counterClockwise 2 3.534185 1676.856190
075 counterClockwise 1 3.133942 1691.156394
076 counterClockwise 5 2.383394 1704.723294
077 counterClockwise 3 3.483897 1719.390330
078 counterClockwise 4 2.150583 1732.724200
079 counterClockwise 1 2.500721 1746.407741
080 counterClockwise 3 3.534208 1761.125062
081 counterClockwise 5 3.666952 1776.741952
082 counterClockwise 2 2.617397 1790.542595
083 counterClockwise 3 3.033920 1804.759479
084 counterClockwise 5 3.800243 1819.743526
085 counterClockwise 4 5.934178 1836.843946
086 counterClockwise 3 4.467191 1852.494101
087 counterClockwise 3 2.953583 1866.630896
088 counterClockwise 5 3.750299 1881.597670
089 counterClockwise 1 3.417854 1896.198007
090 counterClockwise 2 3.067151 1910.447357
091 counterClockwise 5 4.116050 1926.480757
092 counterClockwise 3 3.250867 1940.913961
093 counterClockwise 5 3.416460 1955.513760
094 counterClockwise 4 3.383960 1970.080051
095 counterClockwise 4 3.883812 1985.146875
096 counterClockwise 1 2.933710 1999.263735
097 counterClockwise 4 3.217169 2013.664099
098 counterClockwise 2 4.184200 2029.014701
099 counterClockwise 1 3.250627 2043.448246
100 counterClockwise 2 4.384139 2059.015475
101 counterClockwise 5 4.233561 2075.082875
102 counterClockwise 3 4.667339 2090.933222
103 counterClockwise 4 3.400536 2105.516537
104 counterClockwise 4 3.267539 2119.950417
105 counterClockwise 2 3.784169 2134.917356
106 counterClockwise 5 3.483669 2149.567562
107 counterClockwise 3 3.234263 2163.984791
108 counterClockwise 3 3.884121 2179.051639
109 counterClockwise 1 3.933989 2194.151788
110 counterClockwise 2 3.067554 2208.385755
111 counterClockwise 3 3.517451 2223.702729
112 counterClockwise 1 4.517695 2239.403225
113 counterClockwise 1 2.733944 2253.320185
114 counterClockwise 3 3.550704 2268.053874
115 counterClockwise 5 3.666971 2282.904473
116 counterClockwise 4 3.217231 2297.288035
117 counterClockwise 5 3.536336 2312.007983
118 counterClockwise 2 3.500710 2326.691355
119 counterClockwise 2 3.217289 2341.091757
120 counterClockwise 1 2.617509 2354.892107
