Experiment Began: Experiment Ended: 16:17:11

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_jitter_TrialOrderList0.txt
Sound File: 10ms_whiteNoiseBurst.wav
Visual Movement Timing: 250 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 counterClockwise 1 0.366904 10.550135
002 counterClockwise 4 6.302974 28.036754
003 counterClockwise 2 4.599322 43.819891
004 counterClockwise 3 6.133150 61.136474
005 counterClockwise 5 4.566914 76.885990
006 counterClockwise 5 5.600385 93.669595
007 counterClockwise 1 4.250153 109.103627
008 counterClockwise 3 4.550330 124.837809
009 counterClockwise 4 3.516687 139.521524
010 counterClockwise 5 4.800586 155.505692
011 counterClockwise 5 5.950168 185.572990
012 counterClockwise 1 3.833865 200.590697
013 counterClockwise 4 4.619722 216.393946
014 counterClockwise 3 2.732829 230.309894
015 counterClockwise 2 3.382595 244.875751
016 counterClockwise 4 3.232877 259.291900
017 counterClockwise 4 3.083641 273.559223
018 counterClockwise 3 2.583866 287.326501
019 counterClockwise 5 2.867011 301.376953
020 counterClockwise 1 3.817081 316.361180
021 counterClockwise 1 3.100457 335.528476
022 counterClockwise 4 2.616797 349.328962
023 counterClockwise 3 4.250772 364.763527
024 counterClockwise 2 7.850550 383.780794
025 counterClockwise 2 3.367262 398.334133
026 counterClockwise 1 3.782991 413.300130
027 counterClockwise 3 3.166439 427.649471
028 counterClockwise 2 1.949968 440.782210
029 counterClockwise 5 2.333346 454.282370
030 counterClockwise 2 2.966794 468.433285
031 counterClockwise 1 1.733987 486.817816
032 counterClockwise 4 2.233361 500.234524
033 counterClockwise 5 1.699599 513.117741
034 counterClockwise 2 1.600452 525.902415
035 counterClockwise 3 3.233667 540.319420
036 counterClockwise 4 2.800430 554.286548
037 counterClockwise 4 2.133388 567.603249
038 counterClockwise 2 0.585964 579.373388
039 counterClockwise 2 2.183800 592.723735
040 counterClockwise 1 1.616432 605.506424
041 counterClockwise 5 2.233165 619.772378
042 counterClockwise 1 2.283840 633.239089
043 counterClockwise 1 5.350294 649.772495
044 counterClockwise 3 3.633690 664.589975
045 counterClockwise 4 2.733543 678.507363
046 counterClockwise 2 1.833431 691.524240
047 counterClockwise 1 3.349954 706.058089
048 counterClockwise 4 2.883952 720.125706
049 counterClockwise 3 2.750602 734.059769
050 counterClockwise 3 1.950261 747.193395
051 counterClockwise 2 4.286486 763.480330
052 counterClockwise 5 3.251199 777.897801
053 counterClockwise 5 2.633322 791.713143
054 counterClockwise 3 2.583023 805.478648
055 counterClockwise 4 2.433651 819.095848
056 counterClockwise 1 3.050196 833.329502
057 counterClockwise 5 2.366790 846.879962
058 counterClockwise 5 3.750732 861.814558
059 counterClockwise 3 4.100025 877.097875
060 counterClockwise 2 3.550389 891.832186
061 counterClockwise 5 2.533632 920.233026
062 counterClockwise 3 3.483486 934.899762
063 counterClockwise 1 3.202881 949.286391
064 counterClockwise 3 3.150140 963.620035
065 counterClockwise 3 2.349806 977.136160
066 counterClockwise 1 3.550037 991.869125
067 counterClockwise 4 2.733569 1005.785545
068 counterClockwise 2 2.717107 1019.685931
069 counterClockwise 1 3.616822 1034.486403
070 counterClockwise 5 4.216973 1049.886993
071 counterClockwise 2 3.616945 1066.254347
072 counterClockwise 2 2.817221 1080.238468
073 counterClockwise 5 5.216996 1096.638778
074 counterClockwise 1 3.366969 1111.189480
075 counterClockwise 1 3.217354 1125.590550
076 counterClockwise 4 2.300507 1139.060652
077 counterClockwise 4 2.049733 1152.293339
078 counterClockwise 2 4.466632 1167.942721
079 counterClockwise 4 2.666518 1181.791940
080 counterClockwise 3 3.167040 1196.142493
081 counterClockwise 4 2.967020 1219.359680
082 counterClockwise 1 5.166760 1235.693709
083 counterClockwise 4 3.233431 1250.110382
084 counterClockwise 3 2.917252 1264.211087
085 counterClockwise 5 2.983503 1278.377997
086 counterClockwise 2 3.551182 1293.112813
087 counterClockwise 5 2.799860 1307.095881
088 counterClockwise 5 2.869760 1321.149558
089 counterClockwise 3 1.800276 1334.116357
090 counterClockwise 2 2.082480 1347.382400
091 counterClockwise 2 2.416070 1361.815355
092 counterClockwise 5 2.366323 1375.347903
093 counterClockwise 5 2.518127 1389.032660
094 counterClockwise 4 3.400355 1403.599740
095 counterClockwise 1 2.133987 1416.917432
096 counterClockwise 4 2.050050 1430.150524
097 counterClockwise 5 2.366603 1443.700969
098 counterClockwise 3 1.967586 1456.852047
099 counterClockwise 2 2.083071 1470.118576
100 counterClockwise 5 2.833640 1484.136096
101 counterClockwise 5 2.833521 1498.903615
102 counterClockwise 2 2.850576 1512.940259
103 counterClockwise 4 2.116469 1526.222949
104 counterClockwise 5 1.916864 1539.305991
105 counterClockwise 4 2.632745 1553.121292
106 counterClockwise 1 2.833724 1567.121755
107 counterClockwise 1 4.733865 1583.038827
108 counterClockwise 2 2.300298 1596.522803
109 counterClockwise 3 2.417077 1610.123251
110 counterClockwise 4 1.650271 1622.939937
111 counterClockwise 3 1.882935 1637.973169
112 counterClockwise 1 1.583813 1650.740655
113 counterClockwise 1 2.050119 1663.974143
114 counterClockwise 2 1.649826 1676.808006
115 counterClockwise 3 2.100257 1690.075152
116 counterClockwise 1 2.300045 1703.558817
117 counterClockwise 4 1.933878 1716.678663
118 counterClockwise 3 2.966872 1730.811843
119 counterClockwise 3 2.866262 1744.861129
120 counterClockwise 2 2.316494 1758.360472
