Experiment Began: Experiment Ended: 10:16:57

Total Trials = 120
Input Trial Order File: AudioVisCircMotionRatchet_jitter_TrialOrderList4.txt
Sound File: 10ms_whiteNoiseBurst.wav
Visual Movement Timing: 250 msec
Adaptor Time: 10 sec
ISI: 150 msec
ITI: 1 sec

Trial Rotation Sound RT ElapsedTime
001 clockwise 4 5.516101 15.698748
002 clockwise 5 4.667016 31.549255
003 clockwise 1 5.383700 48.116752
004 clockwise 4 5.817303 65.085243
005 clockwise 5 6.133909 82.386561
006 clockwise 3 2.883907 96.454076
007 clockwise 3 5.236843 112.857790
008 clockwise 2 8.832936 132.857881
009 clockwise 1 5.333614 149.340558
010 clockwise 2 5.534451 166.025561
011 clockwise 4 4.300463 210.843143
012 clockwise 5 4.800650 226.827653
013 clockwise 3 4.150627 242.161844
014 clockwise 1 5.487288 258.832437
015 clockwise 4 6.983197 276.998554
016 clockwise 3 5.782638 293.963656
017 clockwise 2 11.467389 316.614702
018 clockwise 5 17.584382 345.382814
019 clockwise 5 6.667877 363.234775
020 clockwise 4 7.017461 381.419387
021 clockwise 1 11.283137 418.272180
022 clockwise 4 7.316179 436.771199
023 clockwise 2 5.350446 453.305158
024 clockwise 1 17.401503 481.890583
025 clockwise 3 10.551389 503.625662
026 clockwise 5 10.184911 524.977706
027 clockwise 2 4.816767 540.980587
028 clockwise 1 4.216205 556.363351
029 clockwise 2 6.816216 574.362073
030 clockwise 3 7.000538 592.546499
031 clockwise 1 11.867664 617.831086
032 clockwise 2 6.583591 635.581634
033 clockwise 5 12.035043 658.800594
034 clockwise 3 5.636898 675.621159
035 clockwise 4 0.000000 706.802851
036 clockwise 3 4.700699 722.686977
037 clockwise 4 13.851311 747.722091
038 clockwise 5 6.733694 765.622621
039 clockwise 1 4.850230 781.656537
040 clockwise 2 5.250224 798.074339
041 clockwise 4 5.869902 815.961290
042 clockwise 1 4.900702 832.045602
043 clockwise 2 4.299604 847.510574
044 clockwise 3 8.200333 866.893779
045 clockwise 5 5.650391 883.727824
046 clockwise 2 5.666926 900.561896
047 clockwise 3 12.534882 924.263922
048 clockwise 5 3.233734 938.664604
049 clockwise 3 6.500409 956.348802
050 clockwise 2 12.450134 979.985097
051 clockwise 2 3.533790 1008.917404
052 clockwise 4 3.950522 1024.051620
053 clockwise 1 9.084140 1044.319415
054 clockwise 1 3.733430 1059.236557
055 clockwise 5 4.583615 1075.004047
056 clockwise 1 4.067344 1090.255137
057 clockwise 4 7.636917 1109.075456
058 clockwise 4 10.399451 1130.658456
059 clockwise 5 8.083162 1149.924408
060 clockwise 3 7.400405 1168.508607
061 clockwise 2 3.583493 1185.626078
062 clockwise 3 6.250613 1203.060534
063 clockwise 1 10.084072 1224.311768
064 clockwise 2 6.983987 1242.479504
065 clockwise 4 4.133381 1257.782797
066 clockwise 4 6.248944 1275.215303
067 clockwise 2 6.599875 1292.997752
068 clockwise 3 7.033776 1311.215041
069 clockwise 4 5.100809 1327.499604
070 clockwise 2 5.450693 1344.117100
071 clockwise 3 3.750706 1376.518158
072 clockwise 5 4.316914 1392.018630
073 clockwise 1 3.919501 1407.105417
074 clockwise 3 2.799892 1421.088889
075 clockwise 5 4.116194 1436.388488
076 clockwise 3 4.500100 1452.071063
077 clockwise 4 3.983826 1467.221736
078 clockwise 1 9.001055 1487.406342
079 clockwise 5 9.184069 1507.773757
080 clockwise 1 7.634091 1526.591292
081 clockwise 1 3.433769 1542.125909
082 clockwise 2 11.386813 1564.679709
083 clockwise 5 8.582379 1584.445071
084 clockwise 3 12.733958 1608.361285
085 clockwise 5 10.500639 1630.028999
086 clockwise 4 5.633895 1646.829676
087 clockwise 4 12.768818 1670.781919
088 clockwise 2 11.754382 1693.720072
089 clockwise 1 4.166297 1709.070011
090 clockwise 5 11.149518 1731.402574
091 clockwise 4 4.483313 1748.318083
092 clockwise 4 4.050066 1763.551976
093 clockwise 3 6.367502 1781.103205
094 clockwise 3 4.383729 1796.670526
095 clockwise 2 4.667726 1812.521800
096 clockwise 3 7.233776 1830.938910
097 clockwise 2 9.953613 1852.076390
098 clockwise 5 6.133280 1869.393001
099 clockwise 5 4.915838 1885.491777
100 clockwise 3 4.616825 1901.275266
101 clockwise 3 3.733529 1917.725923
102 clockwise 4 7.483837 1936.393570
103 clockwise 4 4.067097 1951.627567
104 clockwise 2 4.117364 1966.912009
105 clockwise 1 4.233861 1982.329298
106 clockwise 2 4.633462 1998.146621
107 clockwise 3 13.231215 2022.566018
108 clockwise 1 11.866214 2045.615407
109 clockwise 1 6.000409 2062.782435
110 clockwise 2 4.134111 2078.083505
111 clockwise 5 11.067833 2101.285151
112 clockwise 4 5.133991 2117.602427
113 clockwise 1 3.867434 2132.653340
114 clockwise 1 3.233262 2147.069980
115 clockwise 5 9.116350 2167.356210
116 clockwise 5 9.765853 2188.305271
117 clockwise 1 6.900354 2206.372456
118 clockwise 2 9.451065 2226.990569
119 clockwise 4 14.384197 2252.558144
120 clockwise 5 7.350896 2271.075957
